PaperID,CatID,CatID2,CatID3,CatID4,CatID_gen,Authors,Title,Location,PublicationType,PublishedDateMonth,PublishedDateYear,PDFLink,LocalPDFLink,PSLink,Abstract,RegisterDate,sortOrder,ProjectLink,OtherAuthors
96,6,6,6,6,NULL,"C. Bajaj, C. Baldazzi, S. Cutchin, A. Paoluzzi, V. Pascucci, M. Vicentino",Web-based approach for very complex animations through geometric programming,,Technical Reports,0,1998,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/plasm-anim.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/plasm-anim.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/plasm-anim.ps,,12/4/2006 14:11,800,NULL,"(with C. Baldazzi, S. Cutchin, A. Paoluzzi, V. Pascucci, M. Vicentino)"
97,6,6,6,6,NULL,"C. Bajaj, V. Pascucci, G. Zhuang",Compression and Coding of Large CAD Models,,Technical Reports,0,1998,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/cadzip.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/cadzip.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/cadzip.ps,,12/4/2006 14:49,800,NULL,"(with V. Pascucci, G. Zhuang)"
98,6,6,6,6,NULL,"C. Bajaj, S. Cutchin, V. Pascucci, G. Zhuang",Error Resilient Streaming of Compressed VRML,,Technical Reports,0,1998,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/i3dg.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/i3dg.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/i3dg.ps,,12/4/2006 14:45,800,NULL,"(with S. Cutchin, V. Pascucci, G. Zhuang)"
99,4,4,4,4,NULL,"C. Bajaj, S. Cutchin, V. Pascucci, A. Paoluzzi, C. Morgia, G. Scorzelli",Web Based Collaborative CAAD,,Technical Reports,0,1998,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/collabcaad.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/collabcaad.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1998/techreports/collabcaad.ps,,12/4/2006 14:45,800,NULL,"(with S. Cutchin, V. Pascucci, A. Paoluzzi, C. Morgia, G. Scorzelli)"
100,3,6,1,3,NULL,"C. Bajaj, G. Xu",Spline Approximations of Real Algebraic Surfaces,"Journal of Symbolic Computation, Special Isssue on Parametric Algebraic Curves and Applications, 23, 2-3, (1997), 315 - 333.",Journal Publications,0,1997,https://www.sciencedirect.com/science/article/pii/S0747717196900917,https://www.sciencedirect.com/science/article/pii/S0747717196900917,https://www.sciencedirect.com/science/article/pii/S0747717196900917,,10/14/2022 11:54,1000,,(with G. Xu)
1040,5,NULL,NULL,NULL,12,"JC. Cohrs, C. Bajaj, B. Berkels",A Distribution-Dependent Mumford-Shah Model for Unsupervised Hyperspectral Image Segmentation,"IEEE Transactions on Geoscience and Remote Sensing, 
Print ISSN: 0196-2892, 
Online ISSN: 1558-0644, 
Digital Object Identifier: 10.1109/TGRS.2022.3227061",Journal Publications,3,2022,https://arxiv.org/abs/2203.15058,NULL,NULL,NULL,12/7/2022 10:14,1000,NULL,NULL
104,3,6,1,3,NULL,"C. Bajaj, G. Xu",Piecewise Rational Approximation of Real Algebraic Curves,"Journal of Computational Mathematics, vol. 15, no. 1, (1997), 55-71.",Journal Publications,0,1997,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/planecv.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/planecv.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/planecv.ps,,2/8/2007 11:12,1000,NULL,(with G. Xu)
103,3,4,3,3,NULL,"C. Bajaj, G. Xu",Modeling and Visualization of C1 and C2 Scattered Function Data on Curved Surfaces,"Proc. of 2nd Pacific Conference on Computer Graphics and Applications, PAC94, Beijing China, 19-29. Full version for Publication in Computer Aided Geometric Design, (1997).",Journal Publications,0,1997,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/sfsonsfs2.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/sfsonsfs2.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/sfsonsfs2.ps,,12/4/2006 14:14,1000,NULL,(with G. Xu)
105,3,7,1,3,NULL,"C. Bajaj, F. Bernardini, G. Xu",Reconstructing Surfaces and Functions on Surfaces from Unorganized Three-Dimensional Data,"Algorithmica, 19, 1-2, (1997), 243-261.",Journal Publications,0,1997,http://www.springerlink.com/media/2pw78aqtlm1rrh34gt7r/contributions/e/y/w/c/eywc9edmv20d6c9d.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/reconstr.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/journal/surfalg.ps,,2/8/2007 11:12,1000,NULL,"(with F. Bernardini, G. Xu)"
106,3,10,1,3,11,"C. Bajaj, S. Evans",Splines and Geometric Modeling,"CRC Handbook of Discrete and Computational Geometry, edited by J. Goodman and J. O'Rourke, CRC Series, Discrete and Combinatorial Mathematics, (1997), 833-849.",Book Chapters,0,1997,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/crc-chap.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/crc-chap.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1999/conference/crc-chap.ps,,12/14/2015 17:49,950,NULL,(with S. Evans)
107,3,6,10,1,11,C. Bajaj,Implicit Surface Patches,"Introduction to Implicit Surfaces, edited by J. Bloomenthal, Morgan Kaufman Publishers, (1997), 98-125.",Book Chapters,0,1997,,NULL,,,12/14/2015 17:49,950,NULL,NULL
108,3,4,3,3,11,C. Bajaj,Modeling Physical Fields for Interrogative Data Visualization,"7th IMA Conference on the Mathematics of Surfaces, The Mathematics of Surfaces VII, edited by T.N.T. Goodman and R. Martin, Oxford University Press, (1997).",Book Chapters,0,1997,,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/bajaj97modeling.pdf,,,12/14/2015 17:49,950,NULL,NULL
109,4,7,4,4,NULL,"C. Bajaj, S. Cutchin",Web Based Collaboration-Aware Synthetic Environments,"Proceedings of the 1997 GVU/NIST TEAMCAD workshop, Atlanta, GA, 1997, 143 - 150.",Conference Presentations & Publications,0,1997,,NULL,,,12/4/2006 14:43,900,NULL,(with S. Cutchin)
110,4,5,6,4,NULL,"C. Bajaj, V. Pascucci, D.Schikore",The Contour Spectrum,"Proceedings of the 1997 IEEE Visualization Conference,167-173, October 1997 Phoeniz, Arizona.",Conference Presentations & Publications,0,1997,http://ieeexplore.ieee.org/iel4/5302/14360/00663875.pdf?isnumber=14360&prod=CNF&arnumber=663875&arSt=167&ared=173%2C+539&arAuthor=Bajaj%2C+C.L.%3B+Pascucci%2C+V.%3B+Schikore%2C+D.R.,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/00663875.pdf,,,12/4/2006 14:52,900,NULL,"(with V. Pascucci, D.Schikore)"
111,6,6,6,6,NULL,"F. Bernardini, C. Bajaj",Sampling and Reconstructing Manifolds using Alpha-Shapes,"Proc. of the Ninth Canadian Conference on Computational Geometry, 193-198, August 1997.",Conference Presentations & Publications,0,1997,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/manirec.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/manirec.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/manirec.ps,,12/4/2006 14:54,900,NULL,(with F. Bernardini)
112,3,6,3,3,NULL,"F. Bernardini, C. Bajaj, J. Chen, D. Schikore",A Triangulation-based Object Reconstruction Method,"In 6th Annual Video Review of Computational Geometry, 13th ACM Symposium on Computational Geometry. ACM, 1997.",Conference Presentations & Publications,0,1997,http://portal.acm.org/ft_gateway.cfm?id=263098&type=pdf&coll=GUIDE&dl=GUIDE&CFID=76542727&CFTOKEN=28220507,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/p481-bernardini.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/four-page.ps,,12/4/2006 14:54,900,NULL,"(with F. Bernardini, J. Chen, D. Schikore)"
113,4,6,4,4,NULL,"M. van Kreveld, R. van Oostrum, C. Bajaj, V. Pascucci, D. Schikore",Contour Trees and Small Seed Sets for Isosurface Traversal,"In Proceedings Thirteenth ACM Symposium on Computational Geometry (Theoretical Track), (Nice, France, June 4-6, (1997), ACM Press, pp. 212-219.",Conference Presentations & Publications,0,1997,http://portal.acm.org/ft_gateway.cfm?id=269238&type=pdf&coll=GUIDE&dl=GUIDE&CFID=76542571&CFTOKEN=54825229,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/p212-van_kreveld.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/SoCG97.ps,,12/4/2006 14:58,900,NULL,"(with M. van Kreveld, R. van Oostrum, V. Pascucci, D. Schikore)"
114,2,3,1,3,NULL,"C. Bajaj, H. Lee, R. Merkert, V. Pascucci",NURBS based B-rep Models from Macromolecules and their Properties,"In Proceedings of Fourth Symposium on Solid Modeling and Applications, Atlanta,Georgia, 1997, C. Hoffmann and W. Bronsvort Eds., ACM Press. pp. 217-228.",Conference Presentations & Publications,0,1997,http://portal.acm.org/ft_gateway.cfm?id=267787&type=pdf&coll=portal&dl=ACM&CFID=76542826&CFTOKEN=59141155,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/p217-bajaj.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/SM97.ps,,2/8/2007 11:17,900,NULL,"(with H. Lee, R. Merkert, V. Pascucci)"
116,8,8,8,8,NULL,"C. Bajaj, F. Bernardini, S. Cutchin, K. Lin, E. Sacks, D. Schikore",Comprehensive Analysis of Joints from Patient Clinical Data,"Technical Report 97-019, Purdue University, Computer Sciences, (1997).",Technical Reports,0,1997,http://cvcweb.ices.utexas.edu/cvc/papers/1997/techreports/cagd97.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/techreports/cagd97.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1997/techreports/cagd97.ps,,12/4/2006 14:12,800,NULL,"(with F. Bernardini, S. Cutchin, K. Lin, E. Sacks, D. Schikore)"
118,1,2,6,1,NULL,"C. Bajaj, E. Coyle, K. Lin",Arbitrary Topology Shape Reconstruction from Planar Cross Sections,"Graphical Models and Image Processing, 58:6, (1996), 524-543.",Journal Publications,0,1996,http://cvcweb.ices.utexas.edu/cvc/papers/1996/journal/tiling-1996.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/journal/sdarticle.pdf,,,3/1/2013 9:01,1000,NULL,"(with E. Coyle, K. Lin)"
120,6,10,10,10,11,C. Bajaj,The Combinatorics of Real Algebraic Splines over a Simplicial Complex,"Real Number Algorithms, edited by J. Renegar, M. Shub, and S. Smale, AMS Lecture Notes in Mathematics, (1996).",Book Chapters,0,1996,,NULL,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/algsplinesimp.ps,,9/19/2016 16:00,950,NULL,NULL
121,3,1,3,3,11,C. Bajaj,Free-Form Modeling with Implicit Surface Patches,"Implicit Surfaces, edited by J. Bloomenthal abd B. Wyvill, Morgan Kaufman Publishers, (1996).",Book Chapters,0,1996,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/all.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/all.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/all.ps.gz,,12/14/2015 17:49,950,NULL,NULL
122,4,6,7,6,NULL,"C. Bajaj, D. Schikore",Error-Bounded Reduction of Triangle Meshes with Multivariate Data,"Proceedings: Visual Data Exploration and Analysis III, SPIE vol 2656, (1996), 34-45.",Conference Presentations & Publications,0,1996,http://spiedl.aip.org/getpdf/servlet/GetPDFServlet?filetype=pdf&id=PSISDG002656000001000034000001&idtype=cvips&prog=normal,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/surf4.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/surf4.ps,,12/4/2006 14:11,900,NULL,(with D. Schikore)
123,6,6,6,6,NULL,"C. Bajaj, V. Pascucci",Splitting a Complex of Convex Polytopes in Any Dimension,"Proceedings: 12th Annual ACM Symposium on Computational Geometry, ACM Press, (1996), Philadelphia, PA, 88-97.",Conference Presentations & Publications,0,1996,http://portal.acm.org/ft_gateway.cfm?id=237246&type=pdf&coll=portal&dl=ACM&CFID=1262340&CFTOKEN=90535216,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/p88-bajaj.pdf,,,12/4/2006 14:47,900,NULL,(with V. Pascucci)
124,4,5,6,5,NULL,"C. Bajaj, V. Pascucci, D. Schikore",Fast Isocontouring for Improved Interactivity,"Proceedings: ACM Siggraph/IEEE Symposium on Volume Visualization, ACM Press, (1996), San Francisco, CA. Pages: 39-46 (text) 99 (color plate).",Conference Presentations & Publications,0,1996,http://ieeexplore.ieee.org/iel3/4135/12156/00558041.pdf?isnumber=12156&prod=CNF&arnumber=558041&arSt=39&ared=46%2C+99&arAuthor=Bajaj%2C+C.L.%3B+Pascucci%2C+V.%3B+Schikore%2C+D.R.,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/00558041.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/contour.ps,,12/4/2006 14:48,900,NULL,"(with V. Pascucci, D. Schikore)"
125,3,6,3,3,NULL,"C. Bajaj, F. Bernardini, J. Chen, D. Schikore",Automatic Reconstruction of 3D CAD Models,"Proceedings: International Conference on Theory and Practice of Geometric Modeling, Blaubeuren, (1996), Springer-Verlag.",Conference Presentations & Publications,0,1996,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/sharp.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/sharp.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/sharp.ps,,12/4/2006 14:11,900,NULL,"(with F. Bernardini, J. Chen, D. Schikore)"
126,8,8,8,8,NULL,"C. Bajaj, F. Bernardini, K. Lin, E. Sacks, D. Schikore",Physical Simulation of the Visible Human Joints,"The Visible Human Project Conference, 1996.",Conference Presentations & Publications,0,1996,,NULL,http://www.nlm.nih.gov/research/visible/vhp_conf/bajajphy/vhp_phys.ps,,9/19/2016 16:00,900,NULL,"(with F. Bernardini, K. Lin, E. Sacks, D. Schikore)"
127,4,5,4,4,NULL,"C. Bajaj, F. Bernardini, V. Pascucci, D. Schikore",Interrogative Visualization of the Visible Human Datasets,"The Visible Human Project Conference, 1996.",Conference Presentations & Publications,0,1996,,NULL,http://www.nlm.nih.gov/research/visible/vhp_conf/bajajvis/vhp_vis.ps,,9/19/2016 16:00,900,NULL,"(with F. Bernardini, V. Pascucci, D. Schikore)"
128,1,6,1,1,NULL,"C. Bajaj, E. Coyle, K. Lin",Boundary and 3D Triangular Meshes from Planar Cross Sections,"Proceedings: The Fifth International Meshing Roundtable, Sandia National Lab., Sandia Report SAND96-2301, UC-405, (1996), Pittsburgh, PA, 169-178.",Conference Presentations & Publications,0,1996,,NULL,http://www.imr.sandia.gov/papers/imr5/Bajaj6531.ps.gz,,9/19/2016 16:00,900,NULL,"(with E. Coyle, K. Lin)"
129,4,7,4,4,NULL,"C. Bajaj, N. Osumi, M. Shinya, T. Mori, T. Sunaga, D. Cutchin, R. Merkert",NLS: Collaborative Virtual Environment to Promote Shared Awareness,"Proceedings: Workshop on New Paradigms in Information Visualization and Manipulation, NPIV'96, In conjunction with Fifth ACM International Conference on Information and Knowledge Management (CIKM'96), (1996), pp. 41-45.",Conference Presentations & Publications,0,1996,,NULL,,,12/4/2006 14:42,900,NULL,"(with N. Osumi, M. Shinya, T. Mori, T. Sunaga, D. Cutchin, R. Merkert)"
130,4,6,6,6,NULL,C. Bajaj,Computational Geometry for Interrogative Visualization,"Proceedings of the 8th Canadian Conference on Computational Geometry (CCCG'96). Ottawa, Ontario, Canada. Pages 99-100.",Conference Presentations & Publications,0,1996,http://www.cccg.ca/proceedings/1996/cccg1996_0017.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/conference/cccg1996_0017.pdf,,,9/29/2006 15:02,900,NULL,NULL
131,5,5,5,5,NULL,"D. Schikore, C. Bajaj",Visualization of Scalar Topology for Structural Enhancement,"Technical Report 96-006, Purdue University, Computer Sciences (1996).",Technical Reports,0,1996,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/scalartop.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/scalartop.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/scalartop.ps,"Color Plate page 7(<a href=""http://www.ices.utexas.edu/CCV/papers/scalartop_pics1.ps.gz"">ps</a>)(<a href=""http://www.ices.utexas.edu/CCV/papers/scalartop_pics1.pdf"">pdf</a>), Color Plate page 8(<a href=""http://www.ices.utexas.edu/CCV/papers/scalartop_pics2.ps.gz"">ps</a>)(<a href=""http://www.ices.utexas.edu/CCV/papers/scalartop_pics2.pdf"">pdf</a>)",12/4/2006 14:54,800,NULL,(with D. Schikore)
132,4,4,4,4,NULL,"C. Bajaj, P. Zhang",Object Based Constraint Management for Collaborative Systems,"Technical Report 96-039, Purdue University, Computer Sciences (1996).",Technical Reports,0,1996,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/main.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/main.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/main.ps,,12/4/2006 14:43,800,NULL,(with P. Zhang)
133,6,6,6,6,NULL,"C. Bajaj, F. Bernardini, J. Chen, D. Schikore",Automatic Generation of 3D CAD Models,"Technical Report 96-015, Purdue University, Computer Sciences (1996).",Technical Reports,0,1996,,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/TR96-015.pdf,,,12/4/2006 14:11,800,NULL,"(with F. Bernardini, J. Chen, D. Schikore)"
134,5,5,5,5,NULL,"C. Bajaj, V. Pascucci, D. Schikore",Fast Isocontouring for Improved Interactivity,"Technical Report 96-024, Purdue University, Computer Sciences (1996).",Technical Reports,0,1996,,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/TR96-024.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1996/techreports/contour.ps,,12/4/2006 14:48,800,NULL,"(with V. Pascucci, D. Schikore)"
135,3,3,3,3,NULL,"C. Bajaj, J. Chen, R. Holt, A. Netravali",Energy Formulations of A-Splines,"Technical Report 96-031, Purdue University, Computer Sciences (1996).",Technical Reports,0,1996,,http://cvcweb.ices.utexas.edu/cvc/papers/1999/journal/sdarticle03.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1999/journal/efCAGD.ps,,12/4/2006 14:42,800,NULL,"(with J. Chen, R. Holt, A. Netravali)"
136,3,7,3,3,NULL,"C. Bajaj, A. Royappa",Finite Representations of Real Parametric Curves and Surfaces,"Proceedings: IFIP TC 5/WG 5.10 II Conference on Geometric Modeling in Computer Graphics, (1993),  ed. by B. Falcidieno, T. Kunii, Springer Verlag, 347-358.",Conference Presentations & Publications,0,1993,,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/TR92-065.pdf,,,12/4/2006 14:02,900,NULL,(with A. Royappa)
265,3,6,3,3,NULL,"C. Bajaj, A. Royappa",Finite Representations of Real Parametric Curves and Surfaces,"International Journal of Computational Geometry and Applications, 5, 3, (1995), 313-326.",Journal Publications,0,1995,http://www.worldscinet.com/ijcga/05/preserved-docs/0503/S0218195995000180.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/TR92-065.pdf,,"Global parameterizations of parametric algebraic curves or surfaces are defined over infinite 
parameter domains. Considering parameterizations in terms of rational functions that have real 
coefficients and vary over real parameter values, we show how to replace one global 
parameterization with a finite number of alternate bounded parameterizations, each defined 
over a fixed, bounded part of the real parameter domain space. The new bounded parameterizations 
together generate all real points of the old one and in particular the points corresponding to 
infinite parameter values in the old domain. We term such an alternate finite set of bounded 
parameterizations a finite representation of a real parametric curve or surface. Two solutions 
are presented for real parametric varieties of arbitrary dimension n. In the first method, a 
real parametric variety of dimension n is finitely represented in a piecewise fashion by 2n 
bounded parameterizations with individual pieces meeting with C?‡ continuity; each bounded 
parameterization is a map from a unit simplex of the real parameter domain space. In the second 
method, only a single bounded parameterization is used; it is a map from the unit hypersphere 
centered at the origin of the real parameter domain space. Both methods start with an 
arbitrary real parameterization of a real parametric variety and apply projective domain 
transformations of different types to yield the new bounded parameterizations. Both these methods 
are implementable in a straightforward fashion. Applications of these results include displaying 
entire real parametric curves and surfaces (except those real points generated by complex 
parameter values), computing normal parameterizations of curves and surfaces 
(settling an open problem for quadric surfaces).",12/4/2006 14:02,1000,NULL,(with A. Royappa)
137,3,6,7,1,NULL,"C. Bajaj, J. Chen, G. Xu",Modeling with Cubic A-patches,"ACM Transactions on Graphics, 14:2, (1995), 103-133.",Journal Publications,0,1995,http://portal.acm.org/ft_gateway.cfm?id=221662&type=pdf&dl=portal&dl=ACM&CFID=76546844&CFTOKEN=18952851,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/p103-bajaj.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/apatch.ps.gz,,2/6/2007 16:04,1000,NULL,"(with J. Chen, G. Xu)"
138,3,6,7,1,NULL,"C. Bajaj, F. Bernardini, G. Xu",Automatic Reconstruction of Surfaces and Scalar Fields from 3D Scans,"Proceedings: Computer Graphics (1995), Annual Conference Series, SIGGRAPH 95, ACM SIGGRAPH, 109-118.",Journal Publications,0,1995,http://portal.acm.org/ft_gateway.cfm?id=218424&type=pdf&coll=portal&dl=ACM&CFID=76547035&CFTOKEN=11439708,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/p109-bajaj.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/journal/surf.ps,,2/8/2007 11:13,1000,NULL,"(with F. Bernardini, G. Xu)"
318,11,11,11,11,NULL,C. Bajaj,Data Visualization Techniques,"John Wiley and Sons, (1998).",Edited Books,0,1998,,NULL,http://cvcweb.ices.utexas.edu/cvc/papers/1998/conference/ch1.ps,,9/19/2016 16:00,700,NULL,NULL
525,5,4,3,NULL,NULL,"O. Oktem, C. Chen, N. O. Domanic, P. Ravikumar, C. Bajaj",Shape based image reconstruction using linearized deformations.,"Inverse Problems, Volume 33, No 3 (Mar 2017), pp.1-33",Journal Publications,1,2017,http://cvcweb.ices.utexas.edu/cvc/papers/2017/journal/shape_based_reconstruction.pdf,NULL,NULL,NULL,2/22/2018 10:23,1000,NULL,NULL
292,2,8,6,2,NULL,"D. Zhang, J. Suen, Y. Zhang, Y. Song, Z. Radic, P. Taylor, M. Holst, C. Bajaj, N. Baker, J. McCammon",Tetrameric Mouse Acetylcholinesterase: Continuum Diffusion Rate Calculations by Solving the Steady-State Smoluchowski Equation Using Finite Element Methods,"Biophys. J. 88, 1659-1665 (2005), <a href=http://dx.doi.org/10.1529/biophysj.104.053850>doi: 10.1529/biophysj.104.053850</a>, <a href=http://tinyurl.com/PMC1305222>PMCID: PMC1305222</a>.",Journal Publications,0,2005,,http://cvcweb.ices.utexas.edu/cvc/papers/2005/journal/1659.pdf,,,7/11/2012 16:22,1000,,"(with D. Zhang, J. Suen, Y. Zhang, Y. Song, Z. Radic, P. Taylor, M. Holst, N. Baker, J. McCammon)"
141,2,4,7,10,11,"C. Bajaj, V. Anupam, D. Schikore",Custom Prosthesis Design and Prototyping Using Multimedia,"Multimedia Medical Education, edited by Roy Rada and Claude Ghaoui, Intellect Books, Oxford, England, (1995), chapter 3, 39-47, ISBN 1-871516-63-3.",Book Chapters,0,1995,,,,,12/14/2015 17:49,950,,"(with V. Anupam, D. Schikore)"
142,3,7,3,3,11,"C. Bajaj, G. Xu",Sparse Smooth Connection between Bezier/Bspline Curves,"Graphics Gems V, edited by A. Paeth, Academic Press, New York, (1995), chapter IV.6, 191-198.",Book Chapters,0,1995,,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/TR94-045.pdf,,,12/14/2015 17:49,950,,(with G. Xu)
143,4,5,4,4,11,C. Bajaj,Interactive Visualization of Multidimensional Data,"Computer Graphics and Applications, edited by S. Y. Shin, T. Kunii, World Scientific Publishing, (Invited Paper), (1995), 63-77.",Book Chapters,0,1995,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/pg95.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/pg95.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/pg95.ps,,12/14/2015 17:49,950,,NULL
144,4,7,4,4,NULL,"C. Bajaj, S. Cutchin",Collaborative Multimedia in SHASTRA,"3rd International Conference on Multimedia, 1995. San Francisco, CA. Pages 365-366.",Conference Presentations & Publications,0,1995,http://delivery.acm.org/10.1145/220000/215294/p365-bajaj.htm?key1=215294&key2=6271148411&coll=GUIDE&dl=GUIDE&CFID=71956492&CFTOKEN=24888752,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/CollaborativeMultimediainSHASTRA.pdf,,,12/4/2006 14:43,900,NULL,(with S. Cutchin)
145,3,7,1,3,NULL,"C. Bajaj, J. Chen, G. Xu",Interactive Shape Control and Rapid Display of A-Patches,"Eurographics International Workshop on Implicit Surfaces, Grenoble, France, (1995), 197-215.",Conference Presentations & Publications,0,1995,http://citeseer.ist.psu.edu/rd/80399384%2C2632%2C1%2C0.25%2CDownload/http://citeseer.ist.psu.edu/cache/papers/cs/206/ftp:zSzzSzftp.cs.purdue.eduzSzpubzSzshastrazSzpubszSzapshape.pdf/bajaj95interactive.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/bajaj95interactive.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/shape.ps,,2/8/2007 11:18,900,NULL,"(with J. Chen, G. Xu)"
146,4,7,4,4,NULL,"C. Bajaj, P. Zhang, A. Chaturvedi",Brokered Collaborative Infrastructure for CSCW,"Proceedings: Fourth IEEE Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, Berkeley Springs, West Virginia, IEEE Computer Society Press, (1995), 207-213.",Conference Presentations & Publications,0,1995,http://ieeexplore.ieee.org/iel2/3481/10310/00484565.pdf?isnumber=10310&prod=CNF&arnumber=484565&arSt=207&ared=213&arAuthor=Bajaj%2C+C.%3B+Peinan+Zhang%3B+Chaturvedi%2C+A.,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/00484565.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/main2.ps,,12/4/2006 14:43,900,NULL,"(with P. Zhang, A. Chaturvedi)"
147,3,4,3,3,NULL,"C. Bajaj, F. Bernardini, J. Chen, G. Xu",C1 and C2 Reconstruction of Surfaces and Scalar Fields,"Fourth SIAM Conference on Geometric Design, Nashville, TN, (Nov. 1995).",Conference Presentations & Publications,0,1995,,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/TR94-001.pdf,,,12/4/2006 14:11,900,NULL,"(with F. Bernardini, J. Chen, G. Xu)"
148,3,1,6,3,NULL,"C. Bajaj, J. Chen, G. Xu",Modeling with C2 Quintic A-patches,"Fourth SIAM Conference on Geometric Design, Nashville, TN, (Nov. 1995).",Conference Presentations & Publications,0,1995,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/quintic.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1995/conference/quintic.pdf,,,2/6/2007 16:05,900,NULL,"(with J. Chen, G. Xu)"
